Facility Code,Facility UID,State Unique ID,Registration No,Alternate Name,Start Date,Ownership,Ownership Type,Facility Level,Facility Level Option,Days of Operation,Hours of Operation,State,LGA,Ward,Physical Location,Postal Address,Longitude,Latitude,Phone Number,Alternate Number,Email Address,Website,Operational Status,Registration Status,License Status,Out Patient Services,In Patient Services,Medical Services,Surgical Services,Obsterics and Gynecology Services,Pediatrics Services,Dental Services,Specific Clinical Services,Total number of Beds,Onsite Laboratory,Onsite Imaging,Onsite Pharmacy,Mortuary Services,Ambulance Services,Number of Doctors,Number of Pharmacists,Number Pharmacy Technicians,Number of Dentists,Number of Dental Technicians,Number of Nurses,Number of Midwifes,Number of Nurses/Midwifes,Number of Lab Technicians,Number of Lab Scientits,Health Records/HIM Officers,Number of Community Health Officer,Number of Community Health Extension Worker,Number of Junior Com Health Extension Worker,Number of Environmental Health Officers,Number of Health Attendant/Assistant:
04/06/1/2/2/0073,19950323,19950323,,,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Anambra,Awka South,Awka VIII,Emma Nnaemeka by Unizik temp site junction,,7.072083,6.218668,0817-186-3346,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,,20,Yes,No,Yes,No,No,2,1,,,,5,2,,1,1,1,,1,,,3
04/06/1/1/1/0065,80927297,80927297,,,2019-06-07,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday",8am-4pm,Anambra,Awka South,Awka VIII,Agu Awka,,7.11895,6.23716,0806-410-8029,,,,Operational,Registered,Licensed,Yes,,,,,,,"Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Hepatitis, Nutrition, Health Education and Community Mobilization",,No,No,No,No,No,,,,,,,,,,,,,1,,,
04/06/1/1/1/0006,34650234,34650234,,,2000-01-01,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday",08.00am-06.,Anambra,Awka South,Isiagu Ezinator,"Ezinator Health Post Ndikpa Village, Ezinator",,7.1390401,6.2135742,,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, Non Communicable Diseases, Family Planning, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",7,,,,,No,,,,,,,,,,,,1,,,,
04/06/1/1/1/0007,41575928,41575928,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Awka South,Isiagu Ezinator,After Amata round about,,7.12326,6.18061,0803-341-010_,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",6,,,,,No,,,,,,,,1,,,,,1,1,,1
04/06/1/1/1/0001,43962161,43962161,,,2000-01-01,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday",08.00am-06.,Anambra,Awka South,Mbaukwu,"Akabor Hall, Mbaukwu, Near Igwe Palace",,7.07096,6.12978,0806-639-3345,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Communicable Diseases, Nutrition, Health Education and Community Mobilization",3,,,,,No,,,,,,,,,,,,,2,,,1
04/06/1/2/2/0060,65075180,65075180,,,2017-06-03,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Awka South,Mbaukwu,"Afor, Market Mbaukwu",,7.08061,6.1362,0803-546-6070,0708-551-9466,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), HIV/ AIDS Services, Non Communicable Diseases, Accidents and Emergency, Health Education and Community Mobilization",6,No,No,No,No,No,1,,,,,3,,,,,,1,1,,,2
04/06/1/2/1/0003,25638135,25638135,,,2000-01-01,Public,State Government,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Awka South,Mbaukwu,Besides Namkpu Health Post,,7.07578,6.13338,0806-368-941_,0806-349-9757,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Tuberculosis, Non Communicable Diseases, Family Planning, Communicable Diseases",7,,,,,No,4,,,4,,2,,6,,,1,,2,,,4
04/06/1/1/1/0009,20063737,20063737,,,2000-01-01,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday",8am-4pm,Anambra,Awka South,Mbaukwu,Besides Mbaukwu General Hospital,,7.07562,6.13852,0803-261-8668,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",6,,,,,No,,,,,,,,,,,,,1,,,
04/06/1/1/1/0015,49718082,49718082,,,2000-01-01,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday",08.00am-06.,Anambra,Awka South,Mbaukwu,"Along FGC Nise, Mbaukwu Road",,7.04064,6.14837,0803-753-4322,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Accidents and Emergency, Nutrition, Health Education and Community Mobilization",4,,,,,No,,,,,,1,,,,,,,,,,2
04/06/1/1/1/0005,28588891,28588891,,,2010-10-01,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday",8.00am-4.00,Anambra,Awka South,Nibo I,"Besides Ezinwankwo Primary School, Nibo,",,7.06942,6.16701,0803-745-4372,,,,Operational,Registered,Licensed,,,,,,,,"Immunization, Non Communicable Diseases, Family Planning, Accidents and Emergency, Nutrition, Health Education and Community Mobilization",6,,,,,No,,,,,,,,,,,,,1,,,
04/06/1/1/1/0039,28866897,28866897,,,2016-02-02,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Awka South,Nibo I,"Umuka Ezeawulu, Nibo",,7.06389,6.17135,0803-500-7122,,frorencennonye@gmail.com,,Operational,Registered,Licensed,Yes,Yes,,,,,,,10,No,No,No,No,No,,,,,,,,1,,,,1,,,,
04/06/1/1/1/0039,14217995,14217995,,,2001-08-10,Private,For Profit,Primary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Awka South,Nibo I,Umuonoli Ezeoye Nibo.Mbaukwu Road,,7.06674,6.16748,0706-061-1922,,ifeomaclementineob@yahoo.com,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Communicable Diseases, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",4,No,No,No,No,No,,,,,,,,1,,,,,4,3,,3
04/06/1/1/1/0012,46494288,46494288,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Awka South,Nibo II,"After oye nwochichi junction, Nibo",,7.06315,6.18083,0803-736-8684,,,,Operational,Registered,Licensed,,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Communicable Diseases, Health Education and Community Mobilization, Maternal and newborn care",9,,,,,No,2,,,,,,1,,,,,,,,,5
04/06/1/1/1/0011,82728774,82728774,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Anambra,Awka South,Nibo III,"Near Obinwanne Primary School, Ifite, Nibo",,7.07959,6.18368,0806-608-8095,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",8,,,,,No,,,,,,,,,,,,,1,,,3
04/06/1/1/1/0039,37524844,37524844,,,2000-01-01,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday",8am-4pm,Anambra,Awka South,Nise I,"Near St. Peter And Paul Anglican Church, Isiakpu, Nise",,7.057407,6.156621,0806-454-7747,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, Tuberculosis, Non Communicable Diseases, Family Planning, Communicable Diseases, Nutrition, Health Education and Community Mobilization",8,No,No,No,No,No,,,,,,,,,,,,,1,,,1
04/06/1/1/1/0039,15377706,15377706,,,2000-01-01,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday",8am-4pm,Anambra,Awka South,Nise I,"Along FGC  Nise, Mbaukwu Road",,7.06024,6.15121,0706-856-9285,0803-585-5903,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Hepatitis, Nutrition, Health Education and Community Mobilization",2,No,No,No,No,No,,,,,,,,,,,,,1,,,1
04/06/1/1/1/0010,71853820,71853820,,,2000-01-01,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday",8am-4pm,Anambra,Awka South,Nise II,"Umuono Hall ngodo, Nise Near Ngene, Awka",,7.04548,6.16607,0814-948-3779,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, Non Communicable Diseases, Family Planning, Communicable Diseases, Nutrition, Health Education and Community Mobilization",3,,,,,No,,,,,,,,,,,,,1,,,2
04/06/1/1/1/0008,81825265,81825265,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Awka South,Nise II,"Near St. John's Anglican Church, Nise Ekeafor Road",,7.053213,6.15777,0803-286-6544,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Communicable Diseases, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",10,,,,,No,,,,,,,,1,,,,,1,,,3
04/06/1/2/2/0063,18195960,18195960,,,2017-05-07,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Awka South,Okpuno I,InecRoad Awka  By Nodu Okpuno,,7.07598,6.23489,0803-712-3770,0803-712-3770,ugoballmistus@gmail.com,,Operational,Registered,Licensed,Yes,Yes,,,,,,,13,No,No,No,No,No,3,,,,,7,4,4,,2,1,,,,,1
04/06/1/2/2/0064,72030822,72030822,,,2015-10-08,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Awka South,Okpuno I,Behind Central Bank Of Nigeria Awka,,7.07338,6.23083,0806-293-0742,,eldoradomultispecialist@yahoo.co,,Operational,Registered,Licensed,Yes,Yes,,,,,,,18,Yes,Yes,Yes,No,No,3,1,1,1,,8,,4,2,1,1,,,,,4
04/06/1/2/2/0053,39678195,39678195,,,2019-01-04,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Awka South,Okpuno I,Nodu Okpuno,,7.06618,6.22901,,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Non Communicable Diseases, Communicable Diseases",7,No,No,No,No,No,1,,,,,1,,,,,3,,,,,4
04/06/1/2/2/0051,59756993,59756993,,,2013-03-04,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Awka South,Okpuno I,Umuodu Village Okpuno,,7.06057,6.23524,0803-700-0053,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Non Communicable Diseases, Communicable Diseases, Nutrition, Health Education and Community Mobilization",6,No,No,No,No,No,,,,,,4,,,1,,,,,,,1
04/06/1/2/2/0069,48118582,48118582,,Emmanuel  Hospital  and Maternity,2014-05-06,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Awka South,Okpuno I,No 1 Basil Ezike Street Nodu Market Okpuno,,7.06855093,6.23055493,0803-666-0472,0803-428-7874,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Immunization, Tuberculosis, Non Communicable Diseases, Family Planning, Hepatitis, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",6,No,No,Yes,No,No,1,,,1,,1,,2,,,,1,,,,1
04/06/1/2/2/0050,24840464,24840464,,,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Awka South,Okpuno I,St Mary's Anglican Church Nodu Okpuno,,7.06674,6.23212,0811-920-629_,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Non Communicable Diseases, Communicable Diseases, Child Survival, Accidents and Emergency, Nutrition",10,No,No,No,No,No,1,,,,,2,,,,,,,,,,3
04/06/1/1/1/0014,78984684,78984684,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",08.00am-06.,Anambra,Awka South,Okpuno I,Okpuno road near Goodwill Junction,,7.05775833,6.241395,0813-3979246,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",,,,,,No,,,,,,,,1,,,,,1,,,
04/06/1/2/2/0049,58393601,58393601,,,2019-01-04,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Awka South,Okpuno I,Ossy Gambia Street Okpuno,,7.06805,6.22853,0706-261-7647,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Health Education and Community Mobilization",7,No,No,No,No,No,1,,,,,4,3,,1,,,,1,,,
04/06/1/1/1/0039,68718929,68718929,,,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Awka South,Okpuno I,"Along St Joseph The Worker Road, Unizik Temporary  Site Awka",,7.06514,6.22306,0803-613-2082,,,,Operational,Registered,Licensed,,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Family Planning, Maternal and newborn care",3,Yes,Yes,Yes,Yes,Yes,,1,2,,,1,,3,,1,2,1,1,,,2
04/06/1/1/1/0016,70009915,70009915,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Awka South,Umuawulu,Near Microfinance Umuawulu,,7.03396,6.13191,0703-032-6743,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, Non Communicable Diseases, Family Planning, Communicable Diseases, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",12,,,,,No,2,,,2,,,,,,,,1,3,,,
04/06/1/1/2/0016,44709103,44709103,,,2019-01-04,Private,For Profit,Primary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Awka South,Unknown,"Ngene Village, Amawbia By Transformer",,7.057559,6.199633,,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,,3,,,,,No,1,,,,,,,,,,,,,1,,3
04/07/1/2/2/0031,46177270,46177270,,,2019-11-11,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 hrs,Anambra,Ayamelum,Ifite Ogwari ward 1,Otu Egede,,6.94167,6.66075,0811-518-4593,,,,Operational,Provisionally Registered,Licensed,Yes,Yes,,,,,,"HIV/ AIDS Services, Tuberculosis, Family Planning, Hepatitis, Accidents and Emergency, Health Education and Community Mobilization",8,Yes,No,Yes,No,Yes,1,1,,,,1,1,,1,1,1,,1,1,,5
04/07/1/1/1/0032,28751444,28751444,,,2020-05-01,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Anambra,Ayamelum,Ifite Ogwari ward 2,Near Hon Uche Okafor House at ifite-Ogwari Ayamelum LGA,,6.95505,6.60284,0081-081-0146,,,,Operational,Registered,Licensed,,,,,,,,,,No,No,No,No,No,,,,,,,,,,,,,,,,
04/07/1/2/2/0026,48419374,48419374,,,2019-06-15,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Anambra,Ayamelum,Omor ward 2,Near Omor Junction,,6.96194,6.51799,07030683979,,,,Operational,,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Intensive Care Services , Communicable Diseases, Hepatitis, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",8,Yes,No,Yes,No,No,1,,,1,,,,1,,,,,,,,6
04/08/1/2/2/0033,45952859,45952859,,,2019-11-15,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Dunukofia, Ifitedunu 1,Awkuzu Rd after Oye agu Abagana,,6.949688,6.190681,0803-571-0221,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",10,No,No,No,No,No,1,,,1,,,1,,,,,,2,,,2
04/08/1/2/2/0039,75042039,75042039,2702569,,2017-10-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24,Anambra,Dunukofia,Ifitedunu 2,Igbuala Village along Awkuzu-Ifitedum Road,,6.94686,6.19732,0803-360-4894,,idealhospital&maternity@gmail.com,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Intensive Care Services , Communicable Diseases, Hepatitis, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care, Scanning",13,Yes,No,Yes,No,No,3,,1,3,,,,3,1,1,3,,,,,6
04/08/1/1/1/0007,59934918,59934918,,,2000-01-01,Public,Local Government,Primary,,"Monday,Tuesday,Wednesday,Thursday,Friday",08:00 am - ,Anambra,Dunukofia,Ifitedunu 2,Ifitedunu ward 2,,6.95132,6.19838,0806-322-9507,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Accidents and Emergency, Health Education and Community Mobilization",1,,,,,No,,,,,,,,,,,,,1,1,,
04/08/1/1/1/0009,26138848,26138848,,,2000-01-01,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday",8 AM - 4 PM,Anambra,Dunukofia,Ukpo  1,Before Arthur Eze Palace,,6.96491,6.19181,0806-863-7690,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Accidents and Emergency, Health Education and Community Mobilization",1,,,,,No,,,,,,,,,,,,,1,,,
04/08/1/1/1/0011,75771182,75771182,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Dunukofia,Ukpo  1,After igwe's palace,,6.696921,6.19037,0803-932-1256,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",9,,,,,No,,,,,,,,,,,,1,1,,,1
04/08/1/1/1/0012,38334917,38334917,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Dunukofia,Ukpo  2,former police station Ukpo,,6.97321,6.19126,0706-506-7539,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",7,,,,,No,,,,,,1,,,,,,,2,,,1
04/08/1/1/1/0034,72109530,72109530,,,2019-11-10,Public,Local Government,Primary,Primary Health Clinic,"Monday,Tuesday,Wednesday,Thursday,Friday",08:00 AM -,Anambra,Dunukofia,Ukpo  3,LGA Ukpo,,6.99008,6.21134,0870-358-0242,,,,Operational,Registered,Licensed,Yes,,,,,,,"Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Accidents and Emergency, Health Education and Community Mobilization",1,No,No,No,No,No,,,,,,,,,,,,,1,,,
04/08/1/2/2/0038,87090540,87090540,,,2000-08-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Anambra,Dunukofia,Ukwulu ward 2,,,6.983916,6.253095,,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Accidents and Emergency, Health Education and Community Mobilization, Maternal and newborn care",10,Yes,No,No,No,No,1,,,,,2,1,,,,,,2,,,
04/08/1/1/2/0004,71981062,71981062,,,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Anambra,Dunukofia,Umunnachi ward 1,,,6.94161,6.17832,,,,,Operational,Registered,Licensed,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,
04/08/1/1/2/0006,65483362,65483362,,,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Dunukofia,Umunnachi ward 1,Umunachi Afor Igwe Market,,6.919353164,6.163564116,,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Accidents and Emergency, Health Education and Community Mobilization, Maternal and newborn care",10,,,,,No,1,,,,,,,,,,,,,,,
04/09/1/2/2/0056,81015231,81015231,,,1999-03-08,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Ekwusigo,Amakwa,Beside Formular Fuel Station Ozubulu-Nnewi Road,,6.67453,6.53742,,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, Family Planning",15,Yes,No,Yes,No,No,1,,2,,,,,2,2,1,1,,2,,,5
04/09/1/2/2/0041,46901206,46901206,,,2019-01-04,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Ekwusigo,Amakwa,Umuoweie Amakwa Ozubulu,,6.87916,5.95576,0863-934-718_,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Immunization, Communicable Diseases, Hepatitis, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",8,Yes,No,Yes,No,No,2,,1,2,,,,2,2,,,,,,,
